Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.010204,-0.255019,0.012485,0.010205,4e-05,0.0215633423180593,0.0146042217811714,-0.696793599037106
