pitch_angle,t*1,t*2,h*1,h*2,q01,q02,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cmx1,Cmx2,Cm1,Cm2
-6.165173,10.386,19.941854,-0.195949,0.20844,58.451703,58.451361,-7.847685,-7.624723,0.014865,-0.017805,-0.689467,-0.47406,1.549205,1.108478,0.023439,0.037039
-5.806289,10.038,20.299171,-0.205614,0.21686,58.452101,58.452901,-7.314618,-7.077348,0.014666,-0.01604,-0.653472,-0.437668,1.46759,1.029107,0.021483,0.034751
-5.431098,9.689463,20.65639,-0.214205,0.224095,58.44986,58.454399,-6.757289,-6.506975,0.013821,-0.013469,-0.615115,-0.400612,1.381098,0.945532,0.019434,0.031966
-5.043505,9.341805,21.011805,-0.221655,0.230079,58.450653,58.455827,-6.181306,-5.919572,0.013079,-0.011124,-0.574092,-0.362016,1.287327,0.858439,0.017346,0.029459
-4.641413,8.992,21.369366,-0.228002,0.234851,58.453332,58.457187,-5.583279,-5.311955,0.012238,-0.008724,-0.530364,-0.323898,1.190068,0.770854,0.015366,0.026229
-4.229047,8.640244,21.727171,-0.233149,0.238346,58.454142,58.458464,-4.969179,-4.690491,0.010893,-0.006074,-0.485313,-0.284126,1.087751,0.682234,0.013434,0.02318
-3.809011,8.288146,22.084976,-0.237054,0.240543,58.453392,58.459653,-4.343556,-4.059038,0.010062,-0.001997,-0.438874,-0.244223,0.981522,0.588946,0.011385,0.020761
-3.383347,7.935415,22.443171,-0.239699,0.241432,58.452851,58.460758,-3.708411,-3.420567,0.008368,0.00089,-0.390748,-0.203057,0.872849,0.495434,0.009546,0.017961
-2.957892,7.583561,22.798976,-0.241047,0.241009,58.454741,58.461773,-3.073087,-2.783712,0.006715,0.005276,-0.342435,-0.168739,0.764615,0.409415,0.007483,0.0144
-2.528593,7.228146,23.157805,-0.241105,0.239276,58.456248,58.46272,-2.431356,-2.142283,0.005225,0.009416,-0.293626,-0.127386,0.653244,0.315034,0.005585,0.011693
-2.102511,6.873415,23.515854,-0.239841,0.236242,58.454986,58.463596,-1.793298,-1.506731,0.004443,0.012361,-0.245154,-0.086188,0.54198,0.221039,0.003293,0.009507
-1.682295,6.518049,23.873122,-0.237273,0.231935,58.453338,58.464407,-1.162911,-0.880887,0.002824,0.015732,-0.196375,-0.045278,0.431205,0.129502,0.001249,0.006649
-1.268499,6.161659,24.231122,-0.2334,0.226361,58.454695,58.465161,-0.54109,-0.265467,0.000881,0.019756,-0.147529,-0.004042,0.321161,0.033824,-0.000634,0.004429
-0.863723,5.803463,24.589805,-0.228226,0.219545,58.457214,58.465854,0.06868,0.335752,6.3e-05,0.023112,-0.100104,0.036548,0.21278,-0.058932,-0.002849,0.001961
-0.470855,5.444049,24.94878,-0.221762,0.211528,58.457688,58.466476,0.662362,0.918561,-0.000383,0.026617,-0.053663,0.075252,0.106102,-0.1458,-0.005049,-0.000468
-0.095136,5.08561,25.305268,-0.214084,0.202421,58.455631,58.467016,1.231027,1.475267,-0.001038,0.030237,-0.00892,0.113665,0.004029,-0.234254,-0.00702,-0.002912
0.266315,4.725659,25.663951,-0.205166,0.192163,58.456031,58.467477,1.779333,2.010223,-0.000894,0.032794,0.034944,0.148425,-0.096049,-0.316215,-0.009132,-0.00538
0.609483,4.363463,26.02322,-0.195053,0.180843,58.457925,58.46785,2.301762,2.517556,-5.8e-05,0.036097,0.077494,0.181658,-0.192473,-0.391259,-0.010717,-0.007673
0.931947,3.999659,26.382537,-0.183801,0.168535,58.460498,58.468133,2.794473,2.993759,0.000964,0.038365,0.117369,0.213299,-0.284234,-0.46862,-0.013156,-0.009698
1.23226,3.636195,26.74239,-0.171465,0.155288,58.459096,58.468326,3.254987,3.436743,0.002619,0.040225,0.155735,0.24182,-0.37322,-0.536376,-0.015171,-0.011863
1.506708,3.273415,27.100146,-0.158184,0.141274,58.459006,58.468429,3.677633,3.841048,0.004841,0.041886,0.190849,0.267057,-0.454517,-0.597512,-0.016732,-0.014239
1.757059,2.908098,27.459902,-0.143952,0.126414,58.461059,58.468448,4.064056,4.209254,0.007151,0.043085,0.223037,0.291022,-0.529498,-0.655878,-0.017912,-0.01581
1.981745,2.539707,27.821854,-0.128776,0.110769,58.464253,58.468385,4.412758,4.538986,0.010312,0.043067,0.253888,0.310787,-0.599868,-0.704454,-0.019151,-0.01761
2.176394,2.176049,28.180878,-0.112994,0.094642,58.463167,58.468245,4.716509,4.823743,0.013358,0.043782,0.281082,0.328198,-0.660971,-0.748639,-0.020141,-0.018951
2.342809,1.80761,28.541366,-0.096524,0.077933,58.463696,58.468038,4.977708,5.066085,0.01748,0.043372,0.303714,0.341513,-0.714244,-0.783702,-0.020746,-0.020454
2.479711,1.43878,28.902683,-0.0795,0.060757,58.464404,58.467779,5.194274,5.264058,0.021462,0.042299,0.323856,0.353301,-0.759722,-0.813166,-0.021059,-0.0214
2.586868,1.068293,29.26761,-0.061936,0.043072,58.465046,58.467482,5.365771,5.417206,0.025161,0.040667,0.340502,0.360218,-0.796922,-0.832771,-0.0218,-0.022141
