Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.014658,-0.224226,0.012957,0.014659,7.4e-05,-0.4039276087793608,0.01868271525629,-0.7814801152395001
