pitch_angle,t*1,t*2,h*1,h*2,q01,q02,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cmx1,Cmx2,Cm1,Cm2
-10.706889,14.977756,15.48761,0.00396,0.029281,58.390863,58.391561,-13.595257,-13.574375,0.015088,0.012373,-0.957927,-0.881624,2.162898,2.047937,0.052468,0.056005
-10.702854,14.927268,15.543073,0.001446,0.032027,58.390802,58.391646,-13.591793,-13.566544,0.015457,0.011936,-0.961333,-0.909297,2.16898,2.07918,0.05221,0.054546
-10.657209,14.646878,15.859415,-0.012516,0.047568,58.390507,58.392178,-13.540865,-13.490363,0.01788,0.009438,-0.961588,-0.894665,2.178249,2.042756,0.051215,0.05558
-10.57214,14.324,16.209512,-0.028527,0.064537,58.390219,58.392844,-13.438286,-13.357595,0.020061,0.006194,-0.96641,-0.873062,2.189941,1.98961,0.050176,0.056376
-10.449798,13.998976,16.565171,-0.044508,0.081437,58.389977,58.393595,-13.285719,-13.171806,0.021963,0.002609,-0.968669,-0.845103,2.194912,1.932132,0.048629,0.056449
-10.291791,13.677073,16.924878,-0.060135,0.09801,58.389774,58.393175,-13.085423,-12.934909,0.022931,0.000812,-0.969203,-0.817245,2.193834,1.864785,0.046737,0.055507
-10.100836,13.360683,17.286439,-0.075235,0.114068,58.389605,58.394265,-12.841161,-12.650357,0.024197,-0.001972,-0.966004,-0.78513,2.184341,1.794234,0.044927,0.055259
-9.880002,13.05078,17.646732,-0.089723,0.12944,58.389464,58.396031,-12.557127,-12.322325,0.024574,-0.004264,-0.959325,-0.751552,2.167224,1.719263,0.042898,0.0548
-9.629654,12.744488,18.008244,-0.103693,0.144127,58.389348,58.393898,-12.233961,-11.951133,0.024725,-0.005865,-0.948399,-0.71665,2.141454,1.64078,0.040737,0.053532
-9.351149,12.441171,18.36961,-0.117139,0.158033,58.389256,58.396407,-11.8735,-11.538925,0.024548,-0.00739,-0.934155,-0.680475,2.107532,1.558317,0.038507,0.052405
-9.045604,12.144732,18.730976,-0.129775,0.171091,58.389198,58.399594,-11.477062,-11.087396,0.023753,-0.008355,-0.916327,-0.642744,2.064941,1.474307,0.036249,0.050922
-8.713882,11.849366,19.092634,-0.141874,0.18322,58.389182,58.398278,-11.045808,-10.598146,0.022717,-0.008193,-0.894411,-0.604398,2.015029,1.387629,0.033927,0.049263
-8.356612,11.553122,19.455171,-0.153499,0.194354,58.389218,58.399013,-10.580475,-10.072688,0.021816,-0.00767,-0.869137,-0.564699,1.958688,1.299532,0.031259,0.047098
-7.974236,11.255268,19.817317,-0.16463,0.204416,58.389319,58.40152,-10.081482,-9.512829,0.020325,-0.006204,-0.841686,-0.524149,1.895161,1.207644,0.02858,0.044468
-7.567089,10.955122,20.179268,-0.175245,0.213357,58.389496,58.400037,-9.549076,-8.919476,0.018578,-0.003946,-0.811396,-0.481876,1.824161,1.115259,0.026059,0.041546
-7.135502,10.651951,20.541268,-0.185311,0.221121,58.389761,58.400937,-8.983459,-8.29423,0.016352,-0.002278,-0.777592,-0.439063,1.745117,1.021205,0.023493,0.039332
-6.679924,10.346098,20.903024,-0.194674,0.227659,58.390129,58.404872,-8.384759,-7.638858,0.013675,0.000195,-0.739364,-0.39534,1.657351,0.924463,0.020698,0.036405
-6.20103,10.035707,21.265171,-0.203345,0.232951,58.390596,58.402695,-7.753527,-6.954691,0.011758,0.00332,-0.697278,-0.350573,1.563034,0.825039,0.017912,0.032902
-5.699826,9.719171,21.626976,-0.21135,0.236972,58.391154,58.404404,-7.09081,-6.244283,0.009554,0.005357,-0.652456,-0.304868,1.461307,0.722561,0.01482,0.02999
