Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.008409060246656013,-0.23479120945117146,0.009139386260245259,7.911542028504226e-15,0.00505556711181466,None,-1.6633267961157538
