Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.023754968205713912,8.233858400652494e-09,-2.012279232133096e-18,-7.453392536107633e-07,-0.0016775173553368163,None,
