Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.007391478137351413,-0.25585152509017856,0.01012137412661143,-3.5582843444837965e-05,0.008501383880828505,None,-0.8730984941308908
