Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.009854765315493898,-0.24455113568916423,0.009490578521499482,-0.000119157110822561,0.010409796062668415,None,-0.9576436761223878
