Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.011347,-0.251271,0.010871,0.011348,2.5e-05,0.0565000000000001,0.0153101481806219,-0.7399341608148604
