Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.02702782004697077,-0.28585602752941414,0.011464448991461157,-0.0003478132524806694,0.018407047804035515,None,-1.4966204669313494
