pitch_angle,t*1,t*2,h*1,h*2,dtheta1,dtheta2,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cm1,Cm2
-8.0,15.024038461538465,15.024038461538465,-4.592425496802574e-17,-4.592425496802574e-17,-2.234711220656089e-18,-2.234711220656089e-18,-10.99247604665434,-10.99247604665434,0.0023098015302983645,0.0023098015302983645,-0.7547108591194743,-0.7547108591194743,0.035435782139490765,0.035435782139490765
-7.989726963751682,14.717425431711149,15.330651491365781,-0.016017554995178214,0.01601755499517812,-0.0011691406828523065,0.0011691406828523102,-10.976065788080817,-10.976065788080817,0.0032797171567369755,0.0013964809951642516,-0.7515539564069923,-0.7557180286446088,0.0340840418530965,0.0366787904108402
-7.95895006911623,14.410812401883835,15.637264521193096,-0.03196929042112642,0.03196929042112633,-0.0023334771158588885,0.0023334771158588846,-10.926902035630071,-10.926902035630071,0.0041312055782875765,0.0003984045056648275,-0.7462522693263954,-0.7545633027356129,0.032629124142441554,0.03780795887953336
-7.907795784955327,14.104199372056518,15.943877551020412,-0.047789657175342934,0.04778965717534306,-0.003488224790867127,0.0034882247908671303,-10.84518559873038,-10.84518559873038,0.004765901698622673,-0.0007496859594497036,-0.7388241323570108,-0.75124797511884,0.031077007576477904,0.03881864755012654
-7.836474315195146,13.797586342229202,16.25049058084773,-0.06341364597737686,0.06341364597737699,-0.0046286386019878285,0.004628638601987833,-10.731250292349479,-10.731250292349479,0.005816532606822161,-0.0013830752767552967,-0.7293342798350154,-0.745819879714642,0.02943407013510302,0.03970670328608021
-7.7452787350533425,13.490973312401888,16.557103610675043,-0.07877705450590512,0.07877705450590525,-0.005750032344253089,0.005750032344253092,-10.585561637728896,-10.585561637728896,0.006959301022738822,-0.0017952281308279174,-0.7178066240541855,-0.7382862381855538,0.027707063000672525,0.040468476875887976
-7.634583786730108,13.184360282574572,16.86371664050236,-0.09381675121984363,0.09381675121984355,-0.0068477979702377505,0.006847797970237762,-10.408715047179447,-10.408715047179445,0.008126655292456913,-0.002025528096092119,-0.7042870038076808,-0.7286764770634618,0.025903082815943633,0.04110083802846942
-7.504844339512095,12.877747252747255,17.170329670329675,-0.10847093477938957,0.10847093477938949,-0.007917424525514647,0.00791742452551465,-10.201433496844333,-10.201433496844333,0.008788881067186411,-0.0025781593101990956,-0.6888079807954847,-0.7170070915985449,0.024029542522447944,0.04160118823620753
-7.356593520616948,12.571134222919941,17.47694270015699,-0.12267938800098445,0.12267938800098437,-0.008954516685133961,0.008954516685133964,-9.964564692644622,-9.96456469264462,0.009655900488207973,-0.002720737099368171,-0.6714697460293101,-0.703362618184669,0.022094140899124582,0.04196747145277391
-7.190440524459204,12.264521193092625,17.783555729984307,-0.1363837253026371,0.1363837253026372,-0.009954812814956263,0.009954812814956264,-9.699077736063344,-9.699077736063343,0.01076534549977216,-0.002396613832740334,-0.6523462239375659,-0.687801802792538,0.02010483092638609,0.042198182541864214
-7.007068109339782,11.957908163265309,18.090168759811622,-0.14952763262280405,0.14952763262280397,-0.010914202483621255,0.010914202483621254,-9.406059298017043,-9.406059298017047,0.01125028297709943,-0.002457476050218673,-0.6314800900891383,-0.6703526810650106,0.018069787105616124,0.04229237346212598
-6.807229791845672,11.651295133437994,18.396781789638936,-0.1620570988269471,0.16205709882694705,-0.011828743353191952,0.011828743353191949,-9.086709310818001,-9.086709310818005,0.011202924766180556,-0.002799894434495947,-0.6089659539125994,-0.6510958211949073,0.015997371868389766,0.042249657162863954
-6.591746750488637,11.344682103610678,18.703394819466254,-0.17392063765087165,0.17392063765087165,-0.012694677379066896,0.012694677379066897,-8.742336190150963,-8.742336190150963,0.011358948873320913,-0.0026811960802288655,-0.5849287188811814,-0.6301427418084335,0.013896101213448432,0.04207020917451444
-6.361504451306583,11.038069073783362,19.01000784929357,-0.18506949926882887,0.1850694992688289,-0.01350844625259149,0.013508446252591493,-8.374351601070206,-8.374351601070206,0.011299054689953899,-0.002518032960163615,-0.5594519994663579,-0.6075643839199687,0.011774609712634448,0.04175476688735304
-6.117449009293669,10.731456043956047,19.316620879120883,-0.1954578706170074,0.19545787061700742,-0.014266706022911552,0.014266706022911553,-7.9842647842544245,-7.9842647842544245,0.01107236310136164,-0.0022630336722673193,-0.5326442119581823,-0.5834572538303581,0.009641615029583137,0.04130462652139984
-5.8605833006108465,10.42484301412873,19.6232339089482,-0.20504306364923902,0.20504306364923902,-0.014966340837984636,0.014966340837984638,-7.573676461117199,-7.573676461117198,0.011271759284785991,-0.00132943977653578,-0.504634671438634,-0.5579395690409586,0.0075058820969730496,0.040721637799973356
-5.591962841552625,10.118229984301415,19.929846938775515,-0.21378569075133655,0.21378569075133655,-0.015604475748284389,0.01560447574828439,-7.1442723388319385,-7.144272338831937,0.011138111788980219,-0.00048679343972776214,-0.47551404504567374,-0.5310917571200343,0.005376187099537634,0.040008196348780625
-5.312691451204177,9.8116169544741,20.23645996860283,-0.22164982659325,0.22164982659325,-0.01617848852058489,0.01617848852058489,-6.697816238855753,-6.697816238855752,0.011387091516007917,0.0009660457312975664,-0.4454213085565518,-0.5030434543626532,0.0032612814108394506,0.03916723385177732
-5.023916715611967,9.505003924646783,20.543072998430148,-0.22860315575395318,0.22860315575395318,-0.01668602041327941,0.01668602041327941,-6.236142875085902,-6.236142875085902,0.011515198521004709,0.0025071599152170707,-0.41446482775133636,-0.4738946255321497,0.0011698556319991857,0.03820220600424948
