pitch_angle,t*1,t*2,h*1,h*2,q01,q02,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cmx1,Cmx2,Cm1,Cm2
-5.991318,30.23078,30.837854,0.001303,0.031931,59.70263,59.701701,-8.858883,-8.854698,-0.015043,-0.016106,-0.713692,-0.72161,1.627459,1.630927,0.035029,0.034752
-5.982952,29.626098,31.280341,-0.029232,0.0542,59.699498,59.702582,-8.846525,-8.834875,-0.015079,-0.01615,-0.722626,-0.715298,1.64153,1.621961,0.034225,0.03491
-5.970365,29.233805,31.670488,-0.048988,0.073724,59.701972,59.701791,-8.82402,-8.806978,-0.013907,-0.016661,-0.723133,-0.709905,1.643309,1.612084,0.033947,0.035025
-5.953607,28.859024,32.045756,-0.067818,0.092401,59.699735,59.702472,-8.793051,-8.770966,-0.012847,-0.016415,-0.724652,-0.703744,1.645714,1.599222,0.033442,0.035017
-5.932414,28.482976,32.421659,-0.086509,0.110987,59.702016,59.702834,-8.75322,-8.725886,-0.012661,-0.016479,-0.723504,-0.698773,1.641899,1.58777,0.033439,0.034967
-5.907139,28.110439,32.788732,-0.104953,0.128957,59.699694,59.702609,-8.70549,-8.673229,-0.01273,-0.017075,-0.721089,-0.693495,1.636621,1.574771,0.032985,0.035207
-5.877626,27.738683,33.158927,-0.123171,0.146882,59.701964,59.703209,-8.648876,-8.611829,-0.011483,-0.017002,-0.720002,-0.685921,1.635006,1.561862,0.032328,0.034888
-5.844093,27.368,33.525561,-0.141161,0.164426,59.698555,59.70321,-8.584392,-8.542711,-0.011665,-0.017088,-0.717714,-0.680082,1.629736,1.547735,0.031919,0.034712
-5.806245,26.995902,33.896049,-0.158964,0.18189,59.701527,59.704185,-8.511355,-8.464768,-0.010856,-0.016712,-0.714505,-0.672048,1.620083,1.53045,0.031533,0.03451
-5.764656,26.623805,34.26039,-0.176385,0.198772,59.701665,59.701495,-8.43083,-8.37977,-0.009815,-0.017229,-0.710233,-0.664208,1.609541,1.515537,0.031149,0.034238
-5.718802,26.25,34.631366,-0.193611,0.215536,59.701753,59.701629,-8.341864,-8.286378,-0.009627,-0.01635,-0.705793,-0.655868,1.60215,1.497589,0.030406,0.033809
-5.66916,25.87761,35.000976,-0.21048,0.231913,59.701873,59.701953,-8.245415,-8.18561,-0.008942,-0.016319,-0.700265,-0.647543,1.589823,1.478796,0.029858,0.03342
-5.61535,25.503268,35.372439,-0.227117,0.248029,59.702027,59.702299,-8.140772,-8.076713,-0.008222,-0.015684,-0.693977,-0.638572,1.575814,1.461305,0.029292,0.032772
-5.558092,25.131317,35.741024,-0.243307,0.263653,59.702215,59.702662,-8.029366,-7.961161,-0.007478,-0.015647,-0.68701,-0.62932,1.560295,1.441486,0.028715,0.032689
-5.497307,24.760537,36.108293,-0.259086,0.278838,59.702437,59.703041,-7.911067,-7.838805,-0.006712,-0.014877,-0.679356,-0.619323,1.543239,1.421066,0.028129,0.031954
-5.433205,24.391463,36.473951,-0.274413,0.293552,59.702692,59.703436,-7.786309,-7.710076,-0.005929,-0.0143,-0.67104,-0.609362,1.524694,1.399597,0.027535,0.031384
-5.365607,24.022488,36.839512,-0.289336,0.307842,59.70298,59.703848,-7.654764,-7.574627,-0.005127,-0.013668,-0.662042,-0.599058,1.504599,1.377322,0.026933,0.030773
-5.294606,23.65361,37.205073,-0.303833,0.321689,59.7033,59.704278,-7.516634,-7.432656,-0.004306,-0.012984,-0.652372,-0.588419,1.482967,1.354257,0.026327,0.030122
-5.2203,23.284878,37.570585,-0.317882,0.335072,59.70365,59.704724,-7.372126,-7.28437,-0.003466,-0.01225,-0.642046,-0.577455,1.459817,1.330416,0.025716,0.029434
-5.142793,22.916341,37.936049,-0.331465,0.347974,59.704029,59.705189,-7.221456,-7.129988,-0.002605,-0.01147,-0.631081,-0.566173,1.435167,1.305812,0.025103,0.028713
-5.062195,22.548,38.301512,-0.344562,0.360376,59.704434,59.705672,-7.064846,-6.96974,-0.001722,-0.010645,-0.619493,-0.554579,1.409041,1.280455,0.024489,0.027961
