Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.043267728443446084,-0.2344364772819681,0.008975246905166785,-0.0005162183305076408,0.020930675144119507,None,-2.1194650848900474
