Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.009744,-0.262393,0.010449,0.009745,1.6e-05,0.1893333333333334,0.0140299608158445,-0.6937225674877514
