Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.0058365577383471924,-9.224030416421502e-09,-7.45931094670027e-19,-2.5028025629565227e-05,0.016944373860390993,None,-0.17222701135008223
