Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.009423,-0.281775,0.011239,0.009424,2e-06,0.2149166666666666,0.0096393180296757,-0.9773559974887538
