Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.052057634121609124,-0.23462637669404618,0.008975246905166785,-0.0006264413229647685,0.022690829971669234,None,-2.3593508503878597
