Cz_AM1,Cz_AM2,Cz_VE1,Cz_VE2,Cx_bonnet1,Cx_bonnet2,Cx_steady1,Cx_steady2
3.289868133696256e-06,3.289868133696256e-06,-0.44128245622963147,-0.44128245622963147,0.0025748711233303245,0.0025748711233303245,0.01121770473259491,0.01121770473259491
-9.707611545982362e-05,0.00010364233295338098,-0.43975011563846406,-0.4410014725533614,0.0026475508098151856,0.002480830820250378,0.0112306207743076,0.0112306207743076
-0.00019704319247215826,0.00020356890919574953,-0.43641074749603403,-0.4389083192318502,0.002697676481262269,0.0023669740397520914,0.011272951530418934,0.011272951530418934
-0.0002962005767409919,0.00030265897712483794,-0.4312780739823312,-0.4350115974810763,0.0027244250755321733,0.002235170307023443,0.011241974432830426,0.011241974432830426
-0.00039414080930517254,0.00040050535439677343,-0.4243731863537782,-0.4293273197665576,0.002727357381446499,0.002087583835711969,0.011083826578243602,0.011083826578243602
-0.0004904614327409809,0.000496705969259365,-0.4157244582747344,-0.4218788440046967,0.002706425250623215,0.0019266379915963347,0.010916884728137505,0.010916884728137505
-0.0005847666449460079,0.0005908655127511719,-0.40536742922402325,-0.4126967775800924,0.002661972388071719,0.0017549755009873547,0.010911803757843487,0.010911803757843487
-0.0006766689255748996,0.0006825970631108295,-0.3933446584555896,-0.40181885157323016,0.0025947287085661686,0.0015754150572349565,0.01082933010311655,0.01082933010311655
-0.0007657906284435761,0.000771523675721555,-0.3797055501133972,-0.38928976571538026,0.002505798351464965,0.0013909050378613022,0.01081207980010223,0.01081207980010223
-0.0008517655333584022,0.0008572799320574298,-0.36450615021920385,-0.37516100470781294,0.002396641550773116,0.0012044750922834899,0.010736113093101483,0.01073611309310148
-0.0009342403509935244,0.000939513441266512,-0.34780891636743594,-0.3594906266601182,0.0022690506581401794,0.0010191863950537589,0.010581717083529842,0.01058171708352984
-0.0010128761746324882,0.0010178862882204297,-0.3296824610735354,-0.3423430245169793,0.0021251207124957303,0.0008380813814580536,0.010659265296699916,0.010659265296699916
-0.0010873498728086288,0.0010920764220801252,-0.31020126983041774,-0.3237886614537516,0.001967215039568107,0.00066413379081268,0.010687290866496274,0.010687290866496273
-0.0011573554171215822,0.0011617789796718352,-0.28944539503160305,-0.30390378132816054,0.0017979264461412403,0.000500199837747,0.010664383980946684,0.010664383980946688
-0.0012226051397736248,0.001226707538235265,-0.26750012701876097,-0.2827700953779351,0.001620034646238968,0.00034897131323815417,0.01108426249505676,0.01108426249505676
-0.001282830915658357,0.0012865952923961433,-0.24445564360540165,-0.2604744464518068,0.0014364606182975925,0.0002129313854776424,0.01154625333030569,0.011546253330305692
-0.0013377852641442815,0.0013411961505267413,-0.2204066395168965,-0.23710845215361448,0.0012502186427807305,9.431382631825726e-05,0.011724941759285125,0.011724941759285129
-0.0013872423660257972,0.0013902857459891526,-0.1954519372695406,-0.21276812836591946,0.0010643668077774462,-4.933667197950034e-06,0.011933408501952963,0.011933408501952963
-0.0014309989914627586,0.001433662359105938,-0.16969408108763492,-0.18755349470014815,0.0008819567952803292,-8.318145397130487e-05,0.012446977158527026,0.012446977158527035
-0.0014688753350954784,0.001471147746069545,-0.14323891552727405,-0.1615681634945558,0.0007059837726515914,-0.000139144707506254,0.01300479541817504,0.013004795418175041
-0.0015007157549035198,0.00150258787138435,-0.1161951505383606,-0.13491891404890194,0.0005393372120577567,-0.00017190451272694474,0.013777841337967452,0.013777841337967453
-0.0015263894117721428,0.0015278535408315495,-0.08867391475210323,-0.10771525384540487,0.0003847534454165854,-0.00018092295453734763,0.014270683066332357,0.014270683066332357
-0.001545790807138292,0.0015468409323559148,-0.06078829882963464,-0.08006896855900714,0.0002447707339026259,-0.00016605195037226327,0.015060727651280454,0.015060727651280467
-0.0015588402165068215,0.0015594720226928909,-0.03265289074822567,-0.05209366270606094,0.00012168758976890574,-0.00012753568170895092,0.015242684455345296,0.015242684455345296
-0.0015654840170555469,0.0015656949079829224,-0.004383304934709238,-0.023904292818999924,1.752503483928427e-05,-6.600658461402385e-05,0.015696545694976773,0.015696545694976773
-0.0015656949079829224,0.0015654840170555469,0.02390429281899987,0.004383304934709089,-6.600658461402366e-05,1.7525034839283767e-05,0.015986342482348873,0.01598634248234887
-0.0015594720226928909,0.0015588402165068215,0.052093662706060986,0.03265289074822581,-0.00012753568170895113,0.00012168758976890628,0.01637961774348212,0.01637961774348212
-0.0015468409323559148,0.001545790807138292,0.08006896855900739,0.06078829882963459,-0.00016605195037226327,0.0002447707339026256,0.01691830004987906,0.016918300049879063
-0.0015278535408315495,0.0015263894117721428,0.1077152538454047,0.08867391475210319,-0.0001809229545373472,0.00038475344541658474,0.0176763529840041,0.0176763529840041
-0.0015025878713843498,0.0015007157549035198,0.13491891404890197,0.11619515053836071,-0.00017190451272694387,0.0005393372120577576,0.018132734309416882,0.018132734309416882
-0.0014711477460695448,0.0014688753350954784,0.16156816349455594,0.14323891552727408,-0.000139144707506254,0.0007059837726515914,0.019254624192772362,0.019254624192772365
-0.0014336623591059375,0.0014309989914627586,0.18755349470014837,0.16969408108763487,-8.318145397130487e-05,0.0008819567952803292,0.020332582615632436,0.020332582615632436
-0.0013902857459891526,0.0013872423660257966,0.2127681283659194,0.19545193726954072,-4.933667197951769e-06,0.0010643668077774462,0.021816988429755286,0.021816988429755307
-0.0013411961505267408,0.0013377852641442817,0.23710845215361462,0.2204066395168962,9.431382631826073e-05,0.0012502186427807305,0.02313112319274219,0.023131123192742173
