Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.022168443371451855,-3.6913611226452316e-05,0.005028634333289972,-6.223139907284336e-07,-0.001124959390572782,None,
