Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.014005386697579641,-0.2663686824351516,0.01057293226211796,-0.00023671165841083938,0.014129001555873166,None,-1.0081409761063203
