Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
-0.018355714911668607,-1.1683847456755991e-07,2.42861286636753e-19,0.0001245036883964195,0.04561125771590069,None,0.20121912693134925
