pitch_angle,t*1,t*2,h*1,h*2,dtheta1,dtheta2,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cm1,Cm2
-6.0,7.853981633974483,7.853981633974483,3.061616997868383e-17,3.061616997868383e-17,-5.12978851659144e-18,-5.12978851659144e-18,5.309932474020215,5.309932474020215,-0.05344485390578084,-0.05344485390578084,0.44722347042558624,0.44722347042558624,-0.020005610416249354,-0.020005610416249354
-5.987672356502017,7.6936962945056155,8.01426697344335,0.032035109990356365,-0.032035109990356525,-0.0026837670987371904,0.002683767098737199,5.299619805744076,5.299619805744076,-0.05096046751863327,-0.05535660110854203,0.43662966881104454,0.4559755094338519,-0.019575861154765787,-0.02035315233334257
-5.950740082939476,7.533410955036749,8.174552312912217,0.06393858084225278,-0.06393858084225316,-0.005356506022799429,0.005356506022799455,5.268702823715133,5.268702823715131,-0.04794441388730242,-0.05666449667511125,0.42423767564190357,0.4628498606787293,-0.019065670480788246,-0.02061705878176059
-5.889354941946393,7.373125615567882,8.334837652381085,0.09557931435068602,-0.0955793143506864,-0.008007233914647062,0.008007233914647088,5.217245231437957,5.217245231437956,-0.04444675041716582,-0.05734759888457869,0.41009852895178384,0.46781839265202413,-0.018477134877231648,-0.020796245313299128
-5.803769178234177,7.212840276099015,8.49512299184995,0.12682729195475365,-0.1268272919547536,-0.01062505836479312,0.010625058364793112,5.145355295536058,5.145355295536058,-0.04052579424955102,-0.05739557682139619,0.3942705243814221,0.4708608834442606,-0.017812672763131508,-0.020889975612064685
-5.694334482064011,7.052554936630147,8.655408331318817,0.15755410901181038,-0.15755410901181033,-0.013199222171050377,0.013199222171050365,5.053188907037113,5.053188907037113,-0.03623796041718415,-0.0567996757300222,0.37682072196774147,0.4719668501792084,-0.017075014555841327,-0.020897864520154547
-5.5615005440761305,6.892269597161281,8.815693670787685,0.187633502439687,-0.18763350243968716,-0.01571914754218249,0.015719147542182496,4.9409537084301425,4.9409537084301425,-0.03165138932818613,-0.05556741458503958,0.3578217468412951,0.471132668351789,-0.01626719145116207,-0.020819879620353227
-5.405813207414514,6.731984257692414,8.975979010256552,0.2169418695587791,-0.21694186955877903,-0.01817447956431722,0.018174479564317208,4.808914130294018,4.808914130294018,-0.026851863763934405,-0.05372949849127991,0.3373502854757894,0.46836038140370734,-0.015392522967508355,-0.020656341369341687
-5.2279122247403365,6.571698918223547,9.136264349725419,0.24535877600196884,-0.24535877600196898,-0.02055512875150851,0.020555128751508518,4.657397140611214,4.657397140611214,-0.021863821565997813,-0.05126173574468472,0.31550065384230574,0.46367157560190264,-0.01445460330529533,-0.0204079217808722
-5.028528629351043,6.411413578754679,9.296549689194286,0.2727674506052743,-0.27276745060527446,-0.02285131250559858,0.022851312505598586,4.4867984726629535,4.486798472662951,-0.016813169359599665,-0.04824865005156308,0.2923548375375325,0.4570777190287346,-0.013457286577598168,-0.020075641664319608
-4.808481731207741,6.251128239285813,9.456835028663154,0.2990552652456079,-0.29905526524560816,-0.025053595315011966,0.02505359531501199,4.297589064918608,4.297589064918607,-0.011760854697093495,-0.044717732178452194,0.2680118194117572,0.4486097789815703,-0.012404670972774721,-0.0196608664299567
-4.568675750214806,6.090842899816946,9.61712036813202,0.32411419765389415,-0.32411419765389443,-0.027152927527296648,0.027152927527296665,4.09032142004798,4.090321420047975,-0.006776956830290497,-0.04071408008394259,0.24257334897225571,0.4383042708666663,-0.01130108191413058,-0.019165300478190473
-4.3100961005863665,5.930557560348079,9.777405707600886,0.3478412753017431,-0.3478412753017432,-0.029140682536086957,0.029140682536086968,3.8656355717113255,3.8656355717113255,-0.0019337572240042712,-0.036293879624367295,0.21614458900848563,0.426204172885279,-0.010151054285826787,-0.018590980195815315
-4.033805341567901,5.770272220879212,9.937691047069753,0.3701389985376577,-0.3701389985376578,-0.031008692229679703,0.031008692229679707,3.6242643387887776,3.6242643387887776,0.002693875625441749,-0.03152505366175505,0.1888335567467294,0.41235862271811613,-0.008959313798068231,-0.017940265588062793
-3.7409388111524007,5.609986881410345,10.09797638653862,0.3909157412340149,-0.3909157412340149,-0.03274928055555707,0.03274928055555706,3.3670375487983732,3.3670375487983732,0.00714080079164354,-0.026375061509524622,0.1607647525235916,0.3968367881475189,-0.0077307575681466265,-0.017215830580834025
-3.432699960733016,5.449701541941478,10.258261726007488,0.410086127298478,-0.4100861272984781,-0.034355295062933,0.034355295062933,3.0948849267942515,3.09488492679425,0.01112788845946237,-0.021134577323287947,0.1320246554040896,0.3796735900488859,-0.006470433997135206,-0.016420652032964517
-3.1103554098631503,5.28941620247261,10.418547065476355,0.4275713815026731,-0.42757138150267315,-0.035820136293707644,0.03582013629370765,2.8088373739998262,2.8088373739998254,0.014580022210657415,-0.015899298257466377,0.10273150834494829,0.36093969941762827,-0.005183522024925819,-0.015557997503672759
-2.775229741445013,5.129130863003744,10.57883240494522,0.44329965318649994,-0.44329965318650005,-0.03713778490105631,0.03713778490105631,2.5100264021889127,2.5100264021889105,0.017436850257919235,-0.01075885529613771,0.07300717339484135,0.3407135880528038,-0.003875309848854042,-0.014631411825458409
-2.428700058734363,4.968845523534877,10.739117744414088,0.4572063115079062,-0.4572063115079062,-0.038302826384216664,0.03830282638421666,2.1996815449936573,2.1996815449936564,0.019671843438233378,-0.0057772744960714745,0.042977725193135655,0.31908230035570545,-0.0025511731933619496,-0.013644702537625255
