pitch_angle,t*1,t*2,h*1,h*2,dtheta1,dtheta2,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cm1,Cm2
-3.0000000005043654,14.810488,15.762049,0.2294057551220542,0.23756585099649632,-8.225051928003167e-14,2.8321736449759324e-13,-3.7688944449451127,-3.2104922337269213,0.0069511635560630496,0.010620442610621322,-0.293669645971587,-0.2500980523487346,0.008430907753643087,0.008771425940950582
-3.0000000004981544,14.24322,16.256244,0.22019853872685377,0.23811086198704873,-2.9950306068789364e-13,4.695151328227838e-13,-4.088660331346509,-2.9157689265225493,0.004631094393223636,0.012134184037249711,-0.31860120059542485,-0.22708448045367324,0.008857417021028982,0.009136559715808845
-3.0000000004892406,13.831024,16.681268,0.21155784761653074,0.2365470926625078,-4.548982410701932e-13,6.258034868104258e-13,-4.311626732439442,-2.662901642441183,0.0029877098931652907,0.013156342086262566,-0.3359784273095005,-0.20733304637962396,0.009155581292271302,0.009932739560582483
-3.0000000004775598,13.443902,17.079268,0.2020111380108209,0.23338943547495852,-5.977862213407843e-13,7.676992348591564e-13,-4.512160667093116,-2.4284981153913274,0.0012778670401221628,0.014238551692781262,-0.35159726852347983,-0.18901712950733568,0.01001343176751932,0.010335023528084908
-3.0000000004632357,13.068293,17.463902,0.19148312609071277,0.2288024125956266,-7.326913364479189e-13,8.997904387783493e-13,-4.6972475540351235,-2.2057259530786957,-0.00019858787060765548,0.01505550845780516,-0.36601175774783357,-0.17160635762350557,0.011009689434655166,0.010558381994090158
-3.0000000004463114,12.697854,17.840829,0.17994336450357928,0.22287195369932888,-8.613185861307271e-13,1.0235965368277304e-12,-4.869515575128293,-1.992412266900274,-0.0016457486985468825,0.015725669947285272,-0.3794228682927045,-0.1549315166085971,0.011707658872870964,0.01110666740326477
-3.0000000004267924,12.328878,18.212976,0.1673763235176795,0.21565894002118244,-9.843039500005711e-13,1.139600611307998e-12,-5.029935665610162,-1.7879611226788603,-0.003120590946893192,0.01612084547313048,-0.39190472433000106,-0.13894998885205193,0.012166470119600268,0.011419204301852552
-3.0000000004046945,11.959268,18.581902,0.15378929964978091,0.20721983218986934,-1.1016286508630459e-12,1.2477943957317753e-12,-5.178502507960669,-1.5925441730712233,-0.004473897463546825,0.01689826631527971,-0.4034623666445366,-0.12366159928732542,0.012913121426490566,0.011447549597451392
-3.0000000003800413,11.587659,18.948488,0.13920331321328255,0.19761324072377828,-1.2129561415774145e-12,1.3479514835386593e-12,-5.314744944038738,-1.4066844138840744,-0.005825383847300292,0.017274835269350655,-0.4140549917453934,-0.10912505520631616,0.013684199234378327,0.011460760619720692
-3.0000000003528955,11.213415,19.313366,0.12366506587910442,0.18689881484636325,-1.3176732202906645e-12,1.4397813963568954e-12,-5.437824666443351,-1.2310081417412337,-0.0071029631572106615,0.017299954845173708,-0.42362005879211373,-0.09539161363566799,0.014391676061521487,0.011307283048631038
-3.0000000003238156,10.841951,19.676976,0.10749347315598784,0.17513973700726687,-1.413638223789538e-12,1.5229590121298452e-12,-5.545234114180605,-1.0662051469436264,-0.008069037981416918,0.017392331033152453,-0.4319724745255745,-0.08250418640294947,0.015036987926112036,0.01098905517624458
-3.0000000002924976,10.467171,20.03961,0.0905208950344717,0.16240424561064393,-1.501819061196034e-12,1.5971492719071476e-12,-5.638050682318277,-0.9129937739632809,-0.00894064641340973,0.017636079194210737,-0.4391878423605377,-0.07051536050821033,0.01564182297177397,0.010349278818768355
-3.000000000259074,10.088976,20.401415,0.07283071811439297,0.1487676401467259,-1.5814566784342628e-12,1.6620225598200882e-12,-5.715307425762317,-0.7721022061990875,-0.009885001595148397,0.017632081296889403,-0.44518278685339563,-0.05949668010230647,0.016159481477036105,0.009758597411921813
-3.000000000224235,9.712927,20.762634,0.05478933082652318,0.13430405128067557,-1.6508419551062352e-12,1.7173056891100247e-12,-5.7753153672062965,-0.6441648650709,-0.010560664516911957,0.017326007658291606,-0.44984139773431325,-0.049502062168668336,0.016564167109761992,0.00920874454364358
