Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.008767,-0.274566,0.008501,0.008767,1.7e-05,0.1576819407008085,0.0111416205968231,-0.785670587500394
