Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.0214295594146281,8.549083815000136e-10,-3.469446951953614e-20,-6.340491807621162e-05,-0.0003375578530404203,None,
