Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.012843090897212079,-0.2335753477554258,0.008975246905166783,-0.00018105716103613247,0.013887701463282469,None,-0.9369974600644789
