pitch_angle,t*1,t*2,h*1,h*2,dtheta1,dtheta2,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cm1,Cm2
-12.999999999999998,15.024038461538465,15.024038461538465,-4.592425496802574e-17,-4.592425496802574e-17,-4.469422441312178e-18,-4.469422441312178e-18,-15.99247604665434,-15.99247604665434,0.13669096406450312,0.13669096406450312,-1.0888583336181634,-1.0888583336181634,0.05226322681877553,0.05226322681877553
-12.979453927503362,14.717425431711149,15.330651491365781,-0.016017554995178214,0.01601755499517812,-0.002338281365704613,0.0023382813657046204,-15.965792751832499,-15.965792751832499,0.1392410611328854,0.13411438953400864,-1.0844346235038027,-1.0897500288108493,0.0499298884707487,0.05441868557209479
-12.91790013823246,14.410812401883835,15.637264521193096,-0.03196929042112642,0.03196929042112633,-0.004666954231717777,0.004666954231717769,-15.885852104746304,-15.885852104746304,0.14171887413165024,0.13155326588858526,-1.0764972948616436,-1.0871062633351787,0.04742825871578582,0.0563874074883446
-12.815591569910655,14.104199372056518,15.943877551020412,-0.047789657175342934,0.04778965717534306,-0.006976449581734254,0.006976449581734261,-15.752981383685707,-15.752981383685706,0.14407548689917604,0.12904495670689542,-1.0650796156543028,-1.080938552767252,0.04476861728714795,0.05816130266688159
-12.672948630390293,13.797586342229202,16.25049058084773,-0.06341364597737686,0.06341364597737699,-0.009257277203975657,0.009257277203975666,-15.567724607544626,-15.567724607544626,0.14625971191898726,0.12662166773858488,-1.050229578307819,-1.0712733162858548,0.04196189322195662,0.05973308179191782
-12.490557470106687,13.490973312401888,16.557103610675043,-0.07877705450590512,0.07877705450590525,-0.011500064688506178,0.011500064688506183,-15.33084037278224,-15.330840372782239,0.14821898406395728,0.12430995690427574,-1.0320096853368015,-1.0581517509467042,0.03901961995143617,0.06109628608588295
-12.269167573460217,13.184360282574572,16.86371664050236,-0.09381675121984363,0.09381675121984355,-0.013695595940475501,0.013695595940475523,-15.043298833909555,-15.043298833909553,0.14990029492293425,0.12213035517408505,-1.0104966688340493,-1.0416296387207717,0.035953887907570786,0.062245313849926674
-12.00968867902419,12.877747252747255,17.170329670329675,-0.10847093477938957,0.10847093477938949,-0.015834849051029293,0.0158348490510293,-14.706277836356428,-14.70627783635643,0.1475820913577974,0.11642804359778852,-0.9856083357274386,-1.0216042778397159,0.032777294840926174,0.06317544348250086
-11.713187041233894,12.571134222919941,17.47694270015699,-0.12267938800098445,0.12267938800098437,-0.017909033370267922,0.01790903337026793,-14.321158213261569,-14.321158213261567,0.1456752492071836,0.11167271751802388,-0.9576690751794565,-0.9983800744700435,0.029502894053790286,0.06388285288143306
-11.380881048918406,12.264521193092625,17.783555729984307,-0.1363837253026371,0.1363837253026372,-0.019909625629912525,0.01990962562991253,-13.889518260522546,-13.889518260522545,0.12335601496422338,0.08709054906799621,-0.9258837146102178,-0.9711424808505474,0.026144140761354174,0.06436463514976423
-11.014136218679566,11.957908163265309,18.090168759811622,-0.14952763262280405,0.14952763262280397,-0.02182840496724251,0.021828404967242507,-13.413127407356825,-13.413127407356829,0.08701120476564268,0.049108553424079396,-0.8907677617791968,-0.940388316990813,0.022714836801346797,0.06461881054081187
-10.614459583691344,11.651295133437994,18.396781789638936,-0.1620570988269471,0.16205709882694705,-0.023657486706383905,0.023657486706383898,-12.893939102663674,-12.893939102663678,0.05425980047639083,0.015375512324232773,-0.8532623474572479,-0.9070407901352102,0.01922907391932325,0.06464433459337363
-10.183493500977274,11.344682103610678,18.703394819466254,-0.17392063765087165,0.17392063765087165,-0.02538935475813379,0.025389354758133795,-12.334082940639599,-12.334082940639599,0.04330914119423385,0.004117664271557048,-0.814195134332841,-0.8719104773207458,0.015701175862659518,0.0644411024236427
-9.723008902613168,11.038069073783362,19.01000784929357,-0.18506949926882887,0.1850694992688289,-0.02701689250518298,0.027016892505182986,-11.735856052376793,-11.735856052376793,0.04081212873080541,0.0019955882600866184,-0.7731143383256944,-0.8345294168993022,0.012145639521202236,0.06400994915619766
-9.234898018587337,10.731456043956047,19.316620879120883,-0.1954578706170074,0.19545787061700742,-0.028533412045823103,0.028533412045823107,-11.101713793548095,-11.101713793548093,0.03912524296117702,0.0013620822450529403,-0.7298789531675235,-0.7947413995954822,0.008577075356438578,0.06335264649229652
-8.721166601221693,10.42484301412873,19.6232339089482,-0.20504306364923902,0.20504306364923902,-0.029932681675969273,0.029932681675969276,-10.434259761728047,-10.434259761728045,0.03713221360242906,0.0010858852101185285,-0.6846261868223225,-0.7526694673993086,0.005010147363976121,0.062471895429576235
-8.183925683105251,10.118229984301415,19.929846938775515,-0.21378569075133655,0.21378569075133655,-0.031208951496568778,0.03120895149656878,-9.736235180384565,-9.736235180384561,0.034988913244278205,0.0012968068706813787,-0.6375470135064157,-0.7084915237973005,0.0014595128160396608,0.06137131516307402
-7.625382902408355,9.8116169544741,20.23645996860283,-0.22164982659325,0.22164982659325,-0.03235697704116978,0.03235697704116978,-9.010507690059931,-9.01050769005993,0.03164361108434981,0.0009064006186125691,-0.5888082977887138,-0.6623625115831623,-0.0020602379684046823,0.06005542821317869
-7.047833431223935,9.505003924646783,20.543072998430148,-0.22860315575395318,0.22860315575395318,-0.03337204082655882,0.03337204082655882,-8.26005959069787,-8.260059590697868,0.02847015530535682,0.0012417407982066378,-0.5386470349576613,-0.6145087022138627,-0.005534641578399474,0.05852964184162417
