pitch_angle,t*1,t*2,h*1,h*2,dtheta1,dtheta2,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cm1,Cm2
-6.0,314.1592653589793,314.1592653589793,3.061616997868383e-17,3.061616997868383e-17,-1.28244712914786e-19,-1.28244712914786e-19,-5.713523489722926,-5.713523489722926,0.01344273841304293,0.01344273841304293,-0.44495064756594116,-0.44495064756594116,0.016147272001788452,0.016147272001788452
-5.987672356502017,307.74785178022466,320.570678937734,0.032035109990356365,-0.032035109990356525,-6.709417746842975e-05,6.709417746842997e-05,-5.701784433160296,-5.701784433160296,0.013446520816775675,0.013446520816775675,-0.4440364063173807,-0.4440364063173807,0.0160669284707608,0.0160669284707608
-5.950740082939475,301.33643820146995,326.9820925164887,0.063938580842253,-0.06393858084225316,-0.00013391265056998612,0.00013391265056998634,-5.66661550213452,-5.66661550213452,0.013461600627646363,0.013461600627646363,-0.44129742213193324,-0.44129742213193324,0.01583204315973833,0.01583204315973833
-5.889354941946393,294.9250246227153,333.39350609524337,0.09557931435068602,-0.09557931435068617,-0.0002001808478661765,0.0002001808478661767,-5.608161214395629,-5.608161214395629,0.013385702721524357,0.013385702721524357,-0.4367454562602462,-0.4367454562602462,0.015437842865985306,0.015437842865985306
-5.803769178234177,288.5136110439606,339.80491967399803,0.12682729195475345,-0.1268272919547536,-0.0002656264591198276,0.00026562645911982775,-5.52666177288772,-5.52666177288772,0.01316570176836352,0.013165701768363519,-0.43039945780960104,-0.4303994578096009,0.0149174535743433,0.0149174535743433
-5.694334482064011,282.1021974652059,346.21633325275275,0.15755410901181038,-0.15755410901181055,-0.0003299805542762594,0.00032998055427625956,-5.422452078639461,-5.422452078639461,0.012920990122894408,0.012920990122894407,-0.4222849033384878,-0.4222849033384877,0.014302821271449868,0.014302821271449868
-5.5615005440761305,275.69078388645124,352.6277468315074,0.187633502439687,-0.18763350243968716,-0.00039297868855456215,0.00039297868855456237,-5.295960354497564,-5.295960354497564,0.012823499599839017,0.012823499599839016,-0.412434330960267,-0.412434330960267,0.013568980644071391,0.013568980644071391
-5.405813207414515,269.2793703076966,359.03916041026207,0.21694186955877887,-0.21694186955877903,-0.0004543619891079299,0.0004543619891079302,-5.147706385361763,-5.147706385361763,0.012635493955690795,0.012635493955690793,-0.40088934270091736,-0.40088934270091736,0.012729225794230298,0.012729225794230298
-5.227912224740335,262.86795672894186,365.4505739890168,0.24535877600196904,-0.24535877600196918,-0.000513878218787713,0.0005138782187877133,-4.978299382156472,-4.978299382156472,0.01250132201703556,0.012501322017035557,-0.387696716866056,-0.387696716866056,0.012011866904339216,0.012011866904339216
-5.028528629351043,256.4565431501872,371.86198756777145,0.2727674506052743,-0.27276745060527446,-0.0005712828126399644,0.0005712828126399645,-4.7884354783209435,-4.788435478320943,0.012298963838686462,0.012298963838686458,-0.37291120409735673,-0.3729112040973567,0.011437774569910226,0.011437774569910223
-4.808481731207741,250.04512957143254,378.2734011465261,0.2990552652456079,-0.299055265245608,-0.0006263398828752991,0.0006263398828752993,-4.578894869110251,-4.5788948691102505,0.012010781831992124,0.012010781831992121,-0.3565935998911344,-0.35659359989113437,0.010381631251007915,0.01038163125100791
-4.568675750214806,243.63371599267785,384.68481472528083,0.32411419765389415,-0.32411419765389426,-0.0006788231881824161,0.0006788231881824162,-4.35053860546738,-4.350538605467379,0.011949346257346168,0.011949346257346168,-0.3388097186496408,-0.33880971864964077,0.009266939407462114,0.009266939407462111
-4.310096100586365,237.22230241392316,391.0962283040355,0.34784127530174325,-0.34784127530174336,-0.0007285170634021742,0.0007285170634021743,-4.104305055646213,-4.104305055646212,0.011835472340318093,0.011835472340318091,-0.3196337828448371,-0.31963378284483707,0.008863902753837452,0.008863902753837452
-4.033805341567901,230.8108888351685,397.50764188279015,0.3701389985376577,-0.3701389985376578,-0.0007752173057419924,0.0007752173057419925,-3.8412060491302653,-3.841206049130264,0.011670080246537125,0.011670080246537129,-0.29914455735141526,-0.2991445573514152,0.00848918769480576,0.008489187694805759
-3.7409388111524007,224.3994752564138,403.9190554615449,0.3909157412340149,-0.3909157412340152,-0.0008187320138889265,0.000818732013888927,-3.5623227186972706,-3.562322718697267,0.011949227436885633,0.011949227436885632,-0.2774246561771899,-0.2774246561771897,0.008415925772727968,0.008415925772727971
-3.4326999607330184,217.98806167765912,410.33046904029953,0.4100861272984779,-0.4100861272984781,-0.0008588823765733244,0.000858882376573325,-3.2688010577195614,-3.268801057719558,0.012274551650554702,0.012274551650554702,-0.2545648077551193,-0.2545648077551191,0.008742781626635344,0.008742781626635344
-3.1103554098631503,211.57664809890446,416.7418826190542,0.42757138150267304,-0.42757138150267315,-0.000895503407342691,0.0008955034073426911,-2.9618472109596468,-2.961847210959645,0.012322882245252369,0.012322882245252373,-0.23065983240275012,-0.23065983240275004,0.009043451319297948,0.009043451319297954
-2.775229741445013,205.16523452014977,423.1532961978089,0.44329965318649994,-0.44329965318650005,-0.0009284446225264077,0.0009284446225264077,-2.6427225182148293,-2.642722518214829,0.012409440444139512,0.012409440444139512,-0.20580701139581223,-0.20580701139581214,0.009979519370381286,0.009979519370381286
