Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.011097,-0.277797,0.011795,0.011097,-1e-06,-0.0683480939545628,0.0100251092718666,-1.1070310287961989
