Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.01779534314696581,-0.2653990057833102,0.010528186231555063,-0.0002928582039242661,0.016144018181584584,None,-1.122652422412335
