Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.00688,-0.276877,0.010004,0.006881,1.2e-05,0.4276666666666666,0.0125084000574931,-0.5495032082367461
