pitch_angle,t*1,t*2,h*1,h*2,q01,q02,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cmx1,Cmx2,Cm1,Cm2
-6.980227,30.325366,30.815366,-0.002139,0.022372,58.654914,58.654993,-9.876755,-9.874241,-0.01377,-0.014225,-0.769654,-0.752627,1.738371,1.714457,0.039536,0.040541
-6.975135,30.013122,31.10561,-0.017756,0.036869,58.654856,58.655031,-9.869416,-9.863815,-0.012256,-0.0147,-0.763743,-0.752329,1.732563,1.70999,0.039845,0.040833
-6.964743,29.666878,31.450244,-0.03505,0.054037,58.654788,58.65507,-9.852939,-9.843814,-0.011221,-0.016033,-0.764967,-0.747509,1.734874,1.701367,0.039398,0.040782
-6.948912,29.312293,31.804244,-0.052712,0.071601,58.654715,58.6551,-9.82695,-9.814235,-0.010286,-0.016298,-0.766471,-0.743378,1.739365,1.693092,0.039166,0.040852
-6.927791,28.956537,32.159268,-0.070355,0.089121,58.65464,58.655123,-9.79167,-9.775391,-0.009657,-0.017251,-0.767242,-0.737697,1.740995,1.68206,0.0387,0.040968
-6.901337,28.599463,32.515561,-0.087965,0.106582,58.654568,58.655138,-9.747031,-9.72722,-0.008489,-0.017432,-0.767241,-0.732334,1.738507,1.66748,0.038297,0.0411
-6.869682,28.242585,32.871463,-0.105439,0.123878,58.6545,58.655146,-9.693263,-9.669974,-0.007757,-0.018081,-0.766643,-0.725191,1.738603,1.65408,0.037735,0.041014
-6.832507,27.882293,33.230293,-0.122924,0.141145,58.654733,58.655151,-9.62984,-9.603093,-0.006711,-0.019019,-0.765771,-0.718416,1.736407,1.638894,0.037231,0.040837
-6.789749,27.51761,33.591902,-0.140372,0.158347,58.654306,58.655154,-9.55669,-9.526482,-0.006335,-0.019427,-0.763772,-0.710994,1.733427,1.622812,0.036714,0.040709
-6.741705,27.151171,33.953659,-0.157584,0.175332,58.652411,58.655156,-9.474263,-9.440691,-0.00575,-0.019743,-0.761537,-0.703119,1.725044,1.605711,0.036083,0.040523
-6.688436,26.784049,34.315512,-0.174615,0.192075,58.654424,58.655161,-9.382612,-9.345842,-0.005022,-0.019962,-0.757435,-0.694806,1.716052,1.587628,0.035402,0.040278
-6.630008,26.417024,34.677512,-0.191382,0.208551,58.653255,58.65517,-9.282126,-9.242066,-0.004158,-0.020083,-0.753292,-0.686072,1.706157,1.568598,0.03489,0.039974
-6.566494,26.05039,35.039561,-0.20787,0.224734,58.653156,58.655187,-9.172847,-9.129509,-0.003311,-0.020105,-0.747604,-0.676931,1.693299,1.548654,0.034253,0.039609
-6.497978,25.682927,35.401659,-0.22409,0.240603,58.653059,58.655212,-9.054876,-9.008333,-0.003341,-0.020028,-0.741514,-0.667399,1.680223,1.527826,0.033612,0.039184
-6.424549,25.315122,35.763854,-0.239998,0.256133,58.652642,58.655248,-8.928277,-8.878711,-0.002407,-0.019853,-0.734532,-0.657487,1.662475,1.50614,0.033054,0.038698
-6.346304,24.947561,36.126049,-0.255545,0.271302,58.653944,58.655298,-8.793437,-8.740828,-0.001824,-0.01958,-0.727755,-0.647208,1.646088,1.48362,0.032483,0.038151
-6.263349,24.58,36.488293,-0.270731,0.286089,58.653422,58.655361,-8.650622,-8.594883,-0.001139,-0.019213,-0.719724,-0.636571,1.62974,1.460287,0.031603,0.037544
-6.175796,24.212683,36.850585,-0.285523,0.300472,58.654462,58.65544,-8.499794,-8.441088,-0.000576,-0.018754,-0.710214,-0.625585,1.607821,1.436156,0.030824,0.036879
-6.083766,23.845756,37.212878,-0.2999,0.314432,58.653267,58.655534,-8.34141,-8.279667,-0.000198,-0.018207,-0.700165,-0.614256,1.585985,1.41124,0.030053,0.036158
-5.987386,23.478585,37.575171,-0.313846,0.327948,58.654334,58.655644,-8.175534,-8.110853,6.6e-05,-0.017577,-0.689708,-0.60259,1.56506,1.385549,0.029131,0.035382
-5.886791,23.111463,37.937463,-0.327351,0.341002,58.65393,58.65577,-8.002556,-7.934894,0.000758,-0.016866,-0.677844,-0.590591,1.537563,1.359092,0.028493,0.034556
-5.782123,22.744683,38.299805,-0.34039,0.353575,58.654207,58.655913,-7.822637,-7.752049,0.001301,-0.01608,-0.665796,-0.578262,1.509301,1.331872,0.027793,0.033682
-5.673531,22.377463,38.662098,-0.352936,0.36565,58.654454,58.656075,-7.636057,-7.562586,0.002263,-0.015221,-0.652916,-0.565603,1.480373,1.303891,0.026929,0.032765
-5.56117,22.010341,39.02439,-0.364972,0.37721,58.654648,58.656254,-7.443208,-7.366786,0.002734,-0.014295,-0.639127,-0.552614,1.450243,1.275144,0.026023,0.031811
-5.4452,21.643951,39.386683,-0.376497,0.38824,58.655574,58.656452,-7.244185,-7.164935,0.002935,-0.013304,-0.624885,-0.539292,1.418935,1.245626,0.025142,0.030823
-5.325786,21.266244,39.748927,-0.388014,0.398724,58.655491,58.656669,-7.040625,-6.957328,0.003977,-0.012252,-0.609931,-0.525634,1.384885,1.215324,0.024354,0.029808
-5.203098,20.886439,40.111122,-0.399017,0.408648,58.654867,58.656906,-6.831816,-6.744264,0.004836,-0.011145,-0.594035,-0.511633,1.349427,1.184226,0.023445,0.028773
-5.077309,20.518634,40.473317,-0.408964,0.418,58.655067,58.657163,-6.616025,-6.52605,0.005683,-0.009988,-0.577701,-0.497284,1.312434,1.152317,0.022612,0.027723
-4.948599,20.151756,40.835463,-0.418335,0.426766,58.655898,58.657441,-6.394949,-6.302999,0.006467,-0.008785,-0.561023,-0.482585,1.27468,1.119586,0.021695,0.026664
-4.817148,19.786537,41.197561,-0.427111,0.434935,58.656596,58.657742,-6.16936,-6.075427,0.007511,-0.007544,-0.543123,-0.467533,1.233438,1.086028,0.020785,0.025602
-4.683143,19.423122,41.559561,-0.435287,0.442497,58.658204,58.658066,-5.939525,-5.843656,0.008363,-0.006271,-0.525191,-0.45213,1.192088,1.051641,0.019906,0.024542
-4.546774,19.060341,41.921561,-0.442853,0.449442,58.658714,58.658414,-5.705581,-5.60801,0.009147,-0.004971,-0.506861,-0.436381,1.150332,1.016433,0.018985,0.023487
-4.408235,18.697756,42.283512,-0.4498,0.455761,58.659234,58.658787,-5.467927,-5.368821,0.009908,-0.00365,-0.488117,-0.420292,1.107533,0.980415,0.018058,0.02244
-4.267723,18.335317,42.645415,-0.456119,0.461445,58.659763,58.659187,-5.226896,-5.126422,0.010634,-0.002313,-0.469008,-0.403868,1.063794,0.943604,0.017125,0.021405
-4.125438,17.973073,43.00722,-0.461803,0.466489,58.660302,58.659613,-4.982824,-4.881153,0.01132,-0.000966,-0.449584,-0.387115,1.01922,0.906014,0.016185,0.020384
-3.981581,17.610927,43.368976,-0.466844,0.470885,58.660849,58.660066,-4.736052,-4.633354,0.011958,0.000387,-0.429897,-0.370038,0.97392,0.867663,0.015236,0.019379
-3.836359,17.248976,43.730683,-0.471236,0.474629,58.661404,58.660548,-4.486926,-4.383374,0.012544,0.001743,-0.409995,-0.352642,0.928003,0.828565,0.014277,0.018391
-3.689976,16.887122,44.092341,-0.474975,0.477716,58.661966,58.661058,-4.235788,-4.131558,0.013072,0.003098,-0.389927,-0.334938,0.881584,0.788745,0.013306,0.017421
-3.542642,16.525366,44.453902,-0.478057,0.480142,58.662535,58.661597,-3.98299,-3.878256,0.013541,0.004449,-0.369741,-0.316939,0.834775,0.74824,0.012321,0.016468
-3.394568,16.163756,44.815415,-0.480476,0.481905,58.663108,58.662167,-3.728885,-3.623822,0.013948,0.005795,-0.34948,-0.29867,0.787685,0.7071,0.01132,0.01553
-3.245964,15.802244,45.176878,-0.482232,0.483002,58.663685,58.662766,-3.473828,-3.368607,0.014292,0.007134,-0.329183,-0.280159,0.740414,0.665394,0.010302,0.014606
-3.097044,15.440829,45.538244,-0.483322,0.483434,58.664263,58.663394,-3.218176,-3.112968,0.014576,0.008464,-0.308888,-0.26144,0.693061,0.623197,0.009266,0.013694
-2.948022,15.079561,45.899512,-0.483746,0.4832,58.66484,58.664048,-2.962287,-2.857264,0.014802,0.009782,-0.288634,-0.242549,0.645722,0.580592,0.008209,0.012788
-2.799109,14.718341,46.26078,-0.483502,0.482302,58.665417,58.664727,-2.706513,-2.601849,0.014972,0.011085,-0.268462,-0.223519,0.598499,0.537653,0.007132,0.011888
-2.650519,14.357268,46.621902,-0.482593,0.48074,58.665991,58.665426,-2.451213,-2.347078,0.015089,0.012366,-0.248416,-0.204382,0.551503,0.494449,0.006032,0.010991
-2.502463,13.996341,46.982976,-0.48102,0.478517,58.666563,58.666139,-2.196737,-2.093301,0.015156,0.01362,-0.228543,-0.185165,0.50484,0.451043,0.00491,0.010094
-2.355153,13.635463,47.344,-0.478785,0.475638,58.66713,58.666864,-1.943439,-1.840869,0.015174,0.01484,-0.208886,-0.165899,0.458617,0.407497,0.003764,0.009195
-2.208796,13.27478,47.704927,-0.475892,0.472107,58.667695,58.667595,-1.691667,-1.590126,0.015145,0.01602,-0.189481,-0.146616,0.412922,0.363877,0.002593,0.008294
-2.063602,12.914195,48.065854,-0.472347,0.467928,58.668255,58.668328,-1.441771,-1.341418,0.015072,0.017156,-0.170362,-0.127352,0.367831,0.320259,0.001401,0.007388
-1.919775,12.553756,48.426683,-0.468153,0.463108,58.668812,58.66906,-1.194091,-1.095084,0.01496,0.018243,-0.151551,-0.108149,0.323405,0.27673,0.000186,0.006475
-1.777518,12.193463,48.787463,-0.463318,0.457653,58.669366,58.669787,-0.948966,-0.851459,0.014813,0.019278,-0.13307,-0.089054,0.279696,0.233386,-0.001046,0.005555
-1.637031,11.833366,49.148244,-0.457848,0.451571,58.669917,58.670505,-0.706729,-0.610874,0.014636,0.020258,-0.114935,-0.070119,0.236752,0.19033,-0.002295,0.004626
-1.498511,11.473366,49.508976,-0.451753,0.444871,58.670464,58.671211,-0.467708,-0.373655,0.014436,0.021179,-0.097159,-0.051398,0.194619,0.147668,-0.003556,0.003686
-1.362151,11.113561,49.869707,-0.445039,0.437561,58.671009,58.671902,-0.232227,-0.140121,0.014218,0.022036,-0.079754,-0.032945,0.153341,0.105506,-0.004827,0.002734
-1.228138,10.753951,50.23039,-0.437718,0.42965,58.671549,58.672575,-0.000605,0.089416,0.013989,0.022828,-0.062731,-0.014812,0.112955,0.063952,-0.006103,0.001769
-1.096656,10.394488,50.591073,-0.429799,0.42115,58.672085,58.673228,0.226845,0.314651,0.013755,0.02355,-0.046096,0.002954,0.073493,0.023106,-0.007381,0.000789
-0.967886,10.03522,50.951805,-0.421293,0.412072,58.672618,58.67386,0.449814,0.535281,0.013523,0.024201,-0.029855,0.02031,0.034982,-0.016937,-0.008655,-0.000204
-0.841999,9.676098,51.312537,-0.412213,0.402428,58.673147,58.674473,0.668005,0.751018,0.013299,0.02478,-0.01401,0.037219,-0.002562,-0.056093,-0.00992,-0.00121
