Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.023347,-0.205681,0.005143,0.023346,-0.0,-0.9455833333333332,0.0176627408310165,-1.321822033361986
