pitch_angle,t*1,t*2,h*1,h*2,q01,q02,alpha1,alpha2,Cx1,Cx2,Cz1,Cz2,Cmx1,Cmx2,Cm1,Cm2
-10.910206,30.191366,30.820829,-0.00962,0.021759,58.323474,58.323563,-13.804683,-13.801547,0.033164,0.035106,-0.934248,-0.926175,2.148275,2.119741,0.043906,0.041472
-10.891457,29.743415,31.236244,-0.031939,0.042416,58.323458,58.323668,-13.781188,-13.773776,0.031725,0.036422,-0.943964,-0.914107,2.17039,2.091011,0.045101,0.040033
-10.861658,29.36439,31.617268,-0.050777,0.061292,58.32348,58.323797,-13.742176,-13.731045,0.030546,0.037585,-0.949532,-0.902671,2.184264,2.062621,0.046043,0.038586
-10.820841,28.991317,31.991024,-0.069243,0.07971,58.323532,58.323954,-13.687999,-13.673279,0.029416,0.038673,-0.953807,-0.890577,2.19499,2.032346,0.046839,0.037104
-10.76905,28.620976,32.361317,-0.087478,0.097859,58.323614,58.323971,-13.618732,-13.600514,0.028333,0.039632,-0.9569,-0.877474,2.202788,1.999716,0.04749,0.035588
-10.706349,28.252,32.728488,-0.105521,0.115807,58.323724,58.323256,-13.534467,-13.51284,0.027295,0.040417,-0.958852,-0.863031,2.207741,1.964265,0.047993,0.034026
-10.632814,27.883805,33.092439,-0.123376,0.133475,58.32386,58.322065,-13.435313,-13.410543,0.026307,0.041442,-0.959676,-0.848555,2.209885,1.927296,0.048349,0.032477
-10.548538,27.516098,33.450488,-0.141033,0.150992,58.324023,58.32102,-13.321401,-13.297028,0.025369,0.04208,-0.959376,-0.832166,2.209236,1.886812,0.048556,0.031003
-10.45363,27.148634,33.794195,-0.158477,0.168559,58.324212,58.323154,-13.192886,-13.179642,0.024482,0.04354,-0.957954,-0.813021,2.205805,1.841442,0.048616,0.029835
-10.348212,26.781366,34.156146,-0.175686,0.185615,58.324429,58.32191,-13.049941,-13.034054,0.023646,0.043769,-0.955405,-0.796085,2.199593,1.799632,0.048533,0.028435
-10.232423,26.414195,34.518244,-0.192641,0.202404,58.324675,58.324664,-12.892762,-12.874338,0.022858,0.044989,-0.951723,-0.777095,2.190601,1.753877,0.04831,0.026923
-10.106417,26.047122,34.88,-0.209318,0.21887,58.324953,58.3212,-12.72157,-12.700706,0.022118,0.044656,-0.946903,-0.758168,2.178829,1.708922,0.047953,0.025537
-9.970839,25.681366,35.243366,-0.225641,0.234931,58.325261,58.320631,-12.537252,-12.514037,0.021424,0.04451,-0.940958,-0.738118,2.164334,1.660427,0.047467,0.024478
-9.826634,25.31839,35.604439,-0.241522,0.250581,58.325597,58.321143,-12.341105,-12.315448,0.020774,0.044311,-0.93393,-0.718039,2.147229,1.613488,0.046863,0.023101
-9.672742,24.955024,35.965902,-0.257088,0.265899,58.325963,58.321699,-12.131695,-12.103616,0.020159,0.044296,-0.925751,-0.698183,2.127379,1.564843,0.046142,0.022125
-9.509924,24.59239,36.326585,-0.272261,0.280811,58.326356,58.322295,-11.910064,-11.879587,0.019575,0.043526,-0.916448,-0.676917,2.104866,1.514832,0.045312,0.021242
