Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.012516,-0.24573,0.011936,0.012517,5e-05,-0.2000385059684251,0.0166341594921066,-0.7501726416557819
