Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.007741195471966308,-0.23359123690685654,0.008975246905166785,-1.5065272135826215e-05,0.006898805856444935,None,-1.1245623476299635
