Cx_mean,Cz_mean,Cm_mean,CPp_mean,CPh_mean,Eff_wg,Eff_prop
0.033218546025010655,0.34903109695294676,-0.07035198276838422,-0.0012035305995687167,-0.011903204221779628,None,2.534463882713492
