Sref,Cx_mean,Cz_mean,Cm_mean,CPx_mean,CPp_mean,Eff_wg,CPh_mean,Eff_prop
0.164,0.012,-0.281775,0.011239,0.009424,2e-06,0,0.0096393180296757,-1.2446431040926504
